id,name,pollutant,mean,median,stdev,min,max,unit,note
FR01011,Metz-Centre,NO,4.495,4.675,1.944,1.225,8.55,µg-m3,1
FR01011,Metz-Centre,NO2,23.585,25.55,7.201,9.475,35.8,µg-m3,1
FR01011,Metz-Centre,O3,9.286,8.075,7.503,0.425,23.9,µg-m3,1
FR01011,Metz-Centre,NOX as NO2,30.38,32.4,8.826,11.15,41.425,µg-m3,2
FR01012,Metz-Borny,NO,3.053,2.8,1.213,1.3,5.675,µg-m3,1
FR01012,Metz-Borny,NO2,24.031,24.062,8.214,8.575,39.475,µg-m3,1
FR01012,Metz-Borny,NOX as NO2,28.719,29.762,8.767,11.375,44.025,µg-m3,2
FR01012,Metz-Borny,PM10,22.141,20.1,7.582,12.425,35.95,µg-m3,2
FR01014,Pont-à-Mousson,PM10,31.439,30.613,8.622,18.65,53.35,µg-m3,2
FR01015,Blénod-lès-PAM,PM10,30.566,28.45,9.599,18.8,53.6,µg-m3,2
FR01016,Atton,NO,2.421,2.013,1.848,0.175,7.825,µg-m3,1
FR01016,Atton,NO2,18.629,18.087,8.418,5.825,40.25,µg-m3,2
FR01016,Atton,NOX as NO2,22.35,21.737,9.945,6.05,47.025,µg-m3,2
FR01018,Scy-Chazelles,NO,1.959,1.438,1.666,0.3,6.475,µg-m3,1
FR01018,Scy-Chazelles,NO2,19.996,20.712,8.99,4.875,35.925,µg-m3,1
FR01018,Scy-Chazelles,O3,16.666,15.837,9.839,4.275,34.3,µg-m3,1
FR01018,Scy-Chazelles,NOX as NO2,23.016,25.163,9.674,5.4,38.3,µg-m3,1
FR01019,Thionville-Piscine,NO,4.235,3.362,2.324,1.675,10.925,µg-m3,1
FR01019,Thionville-Piscine,NO2,20.058,23.25,7.096,5.975,28.45,µg-m3,1
FR01019,Thionville-Piscine,NOX as NO2,26.551,28.587,9.2,8.55,40.75,µg-m3,2
FR01019,Thionville-Piscine,PM10,22.208,23.05,5.544,9.8,31.1,µg-m3,2
FR01020,Thionville-Centre,NO,8.057,6.887,2.766,4.45,14.875,µg-m3,1
FR01020,Thionville-Centre,NO2,21.785,24.013,5.987,9.175,30.35,µg-m3,1
FR01020,Thionville-Centre,O3,13.365,11.975,6.638,4.925,25.775,µg-m3,1
FR01020,Thionville-Centre,NOX as NO2,34.131,36.525,8.646,16.45,47.1,µg-m3,2
FR01020,Thionville-Centre,PM10,24.104,24.337,5.238,12.425,31.075,µg-m3,2
FR01020,Thionville-Centre,PM2.5,11.674,11.6,2.177,6.65,15.375,µg-m3,2
FR01021,Thionville-Garche,O3,16.779,14.325,7.729,7.25,31.325,µg-m3,1
FR01059,HAYANGE-MARSPICH,PM10,30.51,27.525,7.713,20.7,42.0,µg-m3,2
FR01064,Metz- Pont Grilles,NO,10.254,8.175,7.221,2.075,30.0,µg-m3,1
FR01064,Metz- Pont Grilles,NO2,26.91,29.0,8.142,10.025,38.6,µg-m3,1
FR01064,Metz- Pont Grilles,NOX as NO2,42.542,41.513,15.934,13.15,84.575,µg-m3,2
FR01064,Metz- Pont Grilles,PM10,23.428,21.8,8.102,10.825,39.425,µg-m3,2
FR01065,Belleville sur Meuse,NO,13.947,13.288,9.013,2.525,38.4,µg-m3,1
FR01065,Belleville sur Meuse,NO2,21.919,24.363,8.104,6.275,33.25,µg-m3,1
FR01065,Belleville sur Meuse,PM2.5,23.36,24.638,6.252,11.65,32.4,µg-m3,3
FR02001,Berre l'Etang,O3,39.682,43.987,30.709,3.375,74.425,µg-m3,2
FR02001,Berre l'Etang,C6H6,5.006,5.811,4.011,0.482,11.682,µg-m3,0
FR02004,Martigues P. Central,SO2,2.148,1.988,1.299,0.45,3.95,µg-m3,1
FR02004,Martigues P. Central,O3,49.241,53.388,29.93,5.167,81.9,µg-m3,2
FR02006,Martigues Laurons,SO2,3.7,3.25,2.527,0.875,8.575,µg-m3,1
FR02007,Martigues La Gatasse,SO2,3.393,2.175,3.373,0.35,11.9,µg-m3,1
FR02008,Port de Bouc Leque,SO2,2.681,2.087,1.655,1.325,9.6,µg-m3,1
FR02008,Port de Bouc Leque,PM10,34.776,30.462,17.778,10.75,63.475,µg-m3,2
FR02008,Port de Bouc Leque,PM2.5,26.358,20.6,18.098,4.85,59.775,µg-m3,4
FR02009,Port Saint Louis,PM10,30.92,23.775,19.445,7.75,64.1,µg-m3,2
FR02011,Fos sur Mer,SO2,0.0,0.0,0,0.0,0.0,µg-m3,1
FR02012,Istres,O3,41.573,48.987,28.718,0.8,75.275,µg-m3,2
FR02013,Fos Les Carabins,SO2,1.308,1.2,0.487,0.475,2.225,µg-m3,1
FR02013,Fos Les Carabins,PM2.5,23.907,21.3,18.369,3.525,61.325,µg-m3,3
FR02020,Rognac les Brets,PM2.5,22.105,23.913,14.701,5.225,52.125,µg-m3,3
FR02021,Sausset les Pins,SO2,2.142,1.913,0.992,0.775,4.525,µg-m3,1
FR02022,Arles,NO,3.247,2.013,3.198,0.375,12.175,µg-m3,1
FR02022,Arles,NO2,21.293,16.888,9.645,10.0,36.05,µg-m3,1
FR02022,Arles,O3,42.511,53.287,29.798,4.275,78.225,µg-m3,2
FR02022,Arles,NOX as NO2,26.256,21.65,12.893,10.675,44.875,µg-m3,2
FR02022,Arles,PM10,32.11,19.35,21.77,9.5,62.05,µg-m3,2
FR02022,Arles,PM2.5,27.942,15.987,21.666,4.45,57.95,µg-m3,4
FR02028,Martigues Lavera,SO2,2.049,1.975,0.705,0.95,3.8,µg-m3,1
FR02028,Martigues Lavera,C6H6,3.095,2.643,2.049,0.347,6.622,µg-m3,0
FR02029,Chateauneuf La Mede,PM10,31.425,28.8,15.413,10.45,57.35,µg-m3,2
FR02041,SALON,NO,12.842,3.737,15.77,0.425,45.65,µg-m3,1
FR02041,SALON,NO2,16.889,15.1,8.483,7.175,30.15,µg-m3,1
FR02041,SALON,O3,42.851,48.15,32.608,1.5,79.15,µg-m3,2
FR02041,SALON,NOX as NO2,36.604,21.112,32.274,7.9,100.125,µg-m3,3
FR02041,SALON,PM10,33.406,30.163,21.331,9.325,81.75,µg-m3,2
FR02041,SALON,PM2.5,29.12,25.8,22.205,5.475,78.55,µg-m3,4
FR02043,Marignane,NO,8.5,6.162,7.642,0.525,27.15,µg-m3,1
FR02043,Marignane,NO2,29.97,26.3,12.476,8.55,50.75,µg-m3,2
FR02043,Marignane,NOX as NO2,42.995,33.038,21.283,9.35,78.425,µg-m3,2
FR02043,Marignane,PM10,38.104,43.25,19.181,13.725,65.425,µg-m3,2
FR02043,Marignane,PM2.5,33.562,39.625,19.119,9.05,59.125,µg-m3,4
FR03006,MARSEILLE RABATAU,NO,46.109,24.55,50.397,10.075,205.6,µg-m3,3
FR03006,MARSEILLE RABATAU,NO2,57.555,53.325,21.807,26.5,113.85,µg-m3,3
FR03006,MARSEILLE RABATAU,NOX as NO2,127.292,92.537,97.721,48.5,428.2,µg-m3,6
FR03006,MARSEILLE RABATAU,PM10,38.788,35.75,13.351,21.7,80.7,µg-m3,2
FR03006,MARSEILLE RABATAU,PM2.5,24.6,23.15,9.202,12.2,46.4,µg-m3,3
FR03014,MARSEILLE ST LOUIS,NO,12.396,6.662,15.784,0.95,64.525,µg-m3,1
FR03014,MARSEILLE ST LOUIS,NO2,41.143,40.362,14.253,15.375,61.175,µg-m3,2
FR03014,MARSEILLE ST LOUIS,NOX as NO2,60.154,47.612,35.238,16.875,160.125,µg-m3,4
FR03014,MARSEILLE ST LOUIS,PM10,25.303,23.288,8.312,14.0,45.225,µg-m3,2
FR03014,MARSEILLE ST LOUIS,PM2.5,19.377,16.488,7.882,9.675,39.0,µg-m3,2
FR03021,AIX ROY RENE,NO,19.355,12.475,16.673,3.7,61.8,µg-m3,1
FR03021,AIX ROY RENE,NO2,41.594,39.075,10.872,26.525,69.75,µg-m3,2
FR03021,AIX ROY RENE,NOX as NO2,71.282,59.7,34.098,35.275,149.775,µg-m3,4
FR03021,AIX ROY RENE,PM10,26.206,26.25,7.834,14.4,40.475,µg-m3,2
FR03027,PLAN AUPS/STE  BAUME,O3,73.04,73.775,6.198,60.15,84.825,µg-m3,2
FR03029,AIX CENTRE ECOLE ART,NO,32.765,33.588,20.916,2.7,75.7,µg-m3,1
FR03029,AIX CENTRE ECOLE ART,NO2,42.868,41.888,15.231,15.275,74.85,µg-m3,2
FR03029,AIX CENTRE ECOLE ART,NOX as NO2,93.11,94.475,44.449,19.4,187.1,µg-m3,4
FR03029,AIX CENTRE ECOLE ART,PM10,37.066,35.875,15.508,15.45,74.65,µg-m3,2
FR03029,AIX CENTRE ECOLE ART,PM2.5,29.026,29.513,12.144,10.6,60.3,µg-m3,4
FR03030,GARDANNE,PM10,37.016,37.112,6.668,25.425,53.225,µg-m3,2
FR03030,GARDANNE,PM2.5,28.47,28.863,8.208,17.1,48.8,µg-m3,4
FR03032,AUBAGNE LES PASSONS,NO,4.804,1.825,6.235,0.05,21.225,µg-m3,1
FR03032,AUBAGNE LES PASSONS,NO2,32.763,32.1,9.65,15.975,49.825,µg-m3,2
FR03032,AUBAGNE LES PASSONS,O3,32.905,31.2,12.447,8.333,54.675,µg-m3,2
FR03032,AUBAGNE LES PASSONS,NOX as NO2,40.148,36.35,16.201,16.075,77.875,µg-m3,2
FR03037,VALLEE HUVEAUNE,O3,16.582,10.988,17.159,0.125,50.05,µg-m3,2
FR03037,VALLEE HUVEAUNE,C6H6,4.57,4.411,1.051,3.522,7.593,µg-m3,0
FR03043,MARSEILLE 5 AVENUES,SO2,1.351,1.113,0.826,0.2,3.15,µg-m3,1
FR03043,MARSEILLE 5 AVENUES,O3,25.794,22.438,21.237,1.4,64.475,µg-m3,2
FR03043,MARSEILLE 5 AVENUES,PM10,25.761,24.325,11.256,11.975,53.775,µg-m3,2
FR03043,MARSEILLE 5 AVENUES,PM2.5,21.847,20.863,11.424,8.35,49.95,µg-m3,3
FR03048,AIX PLATANES,O3,30.683,32.725,17.323,4.633,64.325,µg-m3,2
FR03060,LA SEYNE GENOUD,NO,8.164,5.137,7.992,2.5,38.625,µg-m3,1
FR03060,LA SEYNE GENOUD,NO2,29.617,29.25,9.267,14.6,48.55,µg-m3,2
FR03060,LA SEYNE GENOUD,NOX as NO2,42.156,41.162,19.313,18.725,107.775,µg-m3,3
FR03067,BRIGNOLES,O3,42.874,50.013,18.818,6.733,69.95,µg-m3,2
FR03067,BRIGNOLES,PM10,26.994,23.363,13.241,13.675,63.575,µg-m3,2
FR03068,TOULON FOCH,NO,37.781,30.062,34.119,3.925,129.05,µg-m3,1
FR03068,TOULON FOCH,NO2,50.292,53.3,15.071,22.8,75.5,µg-m3,2
FR03068,TOULON FOCH,NOX as NO2,108.213,100.796,63.329,34.725,273.375,µg-m3,5
FR03068,TOULON FOCH,PM10,36.111,36.225,12.63,16.55,60.375,µg-m3,2
FR03069,HYERES,O3,39.697,32.533,18.035,17.1,71.4,µg-m3,2
FR03069,HYERES,PM10,22.133,20.812,8.368,6.025,40.575,µg-m3,2
FR03070,ESTEREL,NO,2.415,2.013,1.362,0.525,5.725,µg-m3,1
FR03070,ESTEREL,NO2,13.761,9.762,8.269,5.6,32.525,µg-m3,1
FR03070,ESTEREL,O3,35.616,32.333,14.375,12.275,64.9,µg-m3,2
FR03070,ESTEREL,NOX as NO2,17.458,13.463,9.95,7.275,38.325,µg-m3,1
FR03070,ESTEREL,PM10,27.818,22.525,13.677,13.45,58.775,µg-m3,2
FR03070,ESTEREL,PM2.5,26.349,23.688,14.028,10.525,60.875,µg-m3,4
FR03071,TOULON CLARET,NO,24.048,12.588,21.368,2.375,62.2,µg-m3,1
FR03071,TOULON CLARET,NO2,39.981,41.35,10.502,19.75,56.45,µg-m3,2
FR03071,TOULON CLARET,O3,21.194,4.713,25.431,0.025,67.675,µg-m3,2
FR03071,TOULON CLARET,NOX as NO2,76.846,70.775,38.337,26.85,151.8,µg-m3,4
FR03071,TOULON CLARET,PM10,40.697,36.612,15.096,20.775,69.825,µg-m3,3
FR03071,TOULON CLARET,PM2.5,30.078,24.712,15.194,11.95,61.3,µg-m3,4
FR03080,AVIGNON   MAIRIE,NO,4.564,3.188,4.978,0.825,19.875,µg-m3,1
FR03080,AVIGNON   MAIRIE,NO2,20.448,13.938,10.153,8.8,36.025,µg-m3,1
FR03080,AVIGNON   MAIRIE,O3,40.002,53.812,29.186,3.725,76.35,µg-m3,2
FR03080,AVIGNON   MAIRIE,NOX as NO2,27.467,19.5,15.646,10.45,57.55,µg-m3,2
FR03080,AVIGNON   MAIRIE,PM10,30.8,21.35,19.117,7.25,59.975,µg-m3,2
FR03080,AVIGNON   MAIRIE,PM2.5,27.962,19.2,19.147,4.175,56.475,µg-m3,4
FR03084,LE PONTET,NO,17.446,10.887,16.347,2.875,61.1,µg-m3,1
FR03084,LE PONTET,NO2,23.329,23.788,9.649,11.5,40.075,µg-m3,2
FR03084,LE PONTET,NOX as NO2,50.086,41.9,33.915,16.475,133.8,µg-m3,4
FR03084,LE PONTET,PM2.5,35.888,36.3,29.411,4.0,98.85,µg-m3,4
FR03086,APT,O3,31.699,31.137,20.589,3.05,65.05,µg-m3,2
FR03087,Avignon Semard,NO,26.777,12.262,30.282,1.35,124.35,µg-m3,1
FR03087,Avignon Semard,NO2,27.51,27.525,11.432,13.0,46.775,µg-m3,2
FR03087,Avignon Semard,NOX as NO2,68.583,46.325,56.416,15.925,235.325,µg-m3,5
FR03087,Avignon Semard,PM10,37.694,21.8,28.413,6.175,85.4,µg-m3,2
FR03088,CARPENTRAS,O3,49.209,52.912,22.896,10.575,79.025,µg-m3,2
FR04002,GENNEVILLIERS,NO,6.036,5.55,3.378,1.625,14.75,µg-m3,1
FR04002,GENNEVILLIERS,NO2,28.989,27.85,6.688,18.425,47.65,µg-m3,2
FR04002,GENNEVILLIERS,NOX as NO2,38.259,36.0,9.581,24.625,62.8,µg-m3,2
FR04002,GENNEVILLIERS,PM10,21.809,19.4,8.06,11.775,36.675,µg-m3,2
FR04002,GENNEVILLIERS,PM2.5,20.769,18.413,7.978,10.75,35.025,µg-m3,3
FR04004,PARIS 18eme,NO,6.373,6.137,1.989,3.675,11.125,µg-m3,1
FR04004,PARIS 18eme,NO2,31.171,30.075,4.988,23.05,40.3,µg-m3,2
FR04004,PARIS 18eme,O3,16.581,15.95,5.483,6.8,27.4,µg-m3,1
FR04004,PARIS 18eme,NOX as NO2,40.966,40.375,5.412,33.0,53.775,µg-m3,2
FR04004,PARIS 18eme,PM10,24.173,21.862,8.162,12.875,39.25,µg-m3,2
FR04004,PARIS 18eme,PM2.5,21.922,20.975,7.407,9.975,34.9,µg-m3,3
FR04012,Place Victor Basch,NO,52.803,56.125,20.379,18.975,90.65,µg-m3,1
FR04012,Place Victor Basch,NO2,37.389,36.787,8.245,25.5,55.775,µg-m3,2
FR04012,Place Victor Basch,NOX as NO2,118.354,124.487,38.831,54.65,194.825,µg-m3,4
FR04012,Place Victor Basch,PM10,31.289,31.65,6.172,22.35,40.725,µg-m3,2
FR04014,PARIS 12eme,NO,7.825,7.45,4.013,3.075,15.2,µg-m3,1
FR04014,PARIS 12eme,NO2,33.701,31.387,7.703,23.625,47.475,µg-m3,2
FR04014,PARIS 12eme,NOX as NO2,45.712,43.175,12.966,28.35,69.45,µg-m3,2
FR04017,NEUILLY-SUR-SEINE,NO,7.547,7.188,2.548,4.167,14.35,µg-m3,1
