id,name,pollutant,mean,median,stdev,min,max,unit,note
FR05089,Le Havre Lafaurie-montant,NO2,41.553,42.037,14.138,13.025,62.775,µg-m3,2
FR05089,Le Havre Lafaurie-montant,NOX as NO2,92.796,92.812,45.636,16.625,161.2,µg-m3,4
FR05089,Le Havre Lafaurie-montant,PM10,25.486,26.663,5.675,10.75,34.925,µg-m3,2
FR05089,Le Havre Lafaurie-montant,PM2.5,14.771,14.6,4.011,7.425,24.05,µg-m3,2
FR05090,Le Havre ville-haute,SO2,2.772,2.763,0.171,2.425,3.125,µg-m3,1
FR05090,Le Havre ville-haute,NO,0.1,0.1,0,0.1,0.1,µg-m3,1
FR05090,Le Havre ville-haute,NO2,7.596,7.713,2.503,3.375,12.275,µg-m3,1
FR05090,Le Havre ville-haute,O3,61.831,59.663,5.993,55.4,75.125,µg-m3,2
FR05090,Le Havre ville-haute,NOX as NO2,6.419,6.513,2.723,1.75,10.95,µg-m3,1
FR05090,Le Havre ville-haute,PM10,15.352,14.637,5.286,6.575,32.975,µg-m3,1
FR05090,Le Havre ville-haute,PM2.5,12.68,11.775,5.643,3.95,30.775,µg-m3,2
FR06001,Valenciennes Acacias,NO,2.415,2.225,1.194,1.125,6.125,µg-m3,1
FR06001,Valenciennes Acacias,NO2,22.991,21.975,4.91,16.05,38.4,µg-m3,1
FR06001,Valenciennes Acacias,O3,29.827,30.967,6.5,17.35,37.8,µg-m3,1
FR06001,Valenciennes Acacias,NOX as NO2,26.699,26.05,6.146,17.775,43.3,µg-m3,2
FR06001,Valenciennes Acacias,PM10,22.392,22.837,3.385,16.35,28.45,µg-m3,2
FR06003,Douai Theuriet,NO,1.194,0.85,0.809,0.3,2.65,µg-m3,1
FR06003,Douai Theuriet,NO2,16.305,16.512,3.411,10.725,23.85,µg-m3,1
FR06003,Douai Theuriet,NOX as NO2,18.139,18.125,4.155,11.15,26.325,µg-m3,1
FR06003,Douai Theuriet,PM10,24.116,23.763,2.791,19.525,28.8,µg-m3,2
FR06006,Valenciennes Wallon,NO,25.082,26.825,11.222,4.275,46.175,µg-m3,1
FR06006,Valenciennes Wallon,NO2,44.026,45.675,9.287,24.15,58.175,µg-m3,2
FR06006,Valenciennes Wallon,NOX as NO2,82.377,87.138,26.105,31.8,125.375,µg-m3,4
FR06006,Valenciennes Wallon,PM10,32.642,31.75,6.667,21.8,48.225,µg-m3,2
FR06006,Valenciennes Wallon,PM2.5,23.616,24.65,3.824,16.225,32.075,µg-m3,3
FR06007,Maubeuge Joyeuse,NO,2.181,1.875,1.408,0.9,5.65,µg-m3,1
FR06007,Maubeuge Joyeuse,NO2,19.631,19.4,3.814,14.075,29.025,µg-m3,1
FR06007,Maubeuge Joyeuse,NOX as NO2,22.97,21.737,5.809,15.575,37.675,µg-m3,1
FR06007,Maubeuge Joyeuse,PM10,26.071,28.7,5.95,13.7,36.0,µg-m3,2
