id,name,pollutant,mean,median,stdev,min,max,unit,note
FR01011,Metz-Centre,NO,3.18,1.65,3.972,0.15,16.975,µg-m3,1
FR01011,Metz-Centre,NO2,8.891,7.6,4.988,1.525,17.125,µg-m3,1
FR01011,Metz-Centre,O3,34.91,43.6,25.305,0.975,69.35,µg-m3,2
FR01011,Metz-Centre,NOX as NO2,13.665,9.75,10.455,1.95,42.0,µg-m3,2
FR01011,Metz-Centre,PM2.5,9.142,9.35,5.425,1.825,24.625,µg-m3,1
FR01012,Metz-Borny,NO,1.5,1.0,1.573,0.2,4.925,µg-m3,1
FR01012,Metz-Borny,NO2,8.55,7.737,4.143,3.7,17.2,µg-m3,1
FR01012,Metz-Borny,NOX as NO2,8.966,7.912,6.421,2.25,24.525,µg-m3,1
FR01012,Metz-Borny,PM10,5.717,5.137,2.205,2.925,10.475,µg-m3,1
FR01014,Pont-à-Mousson,PM10,11.496,10.387,4.684,5.525,27.4,µg-m3,1
FR01015,Blénod-lès-PAM,PM10,9.943,10.588,5.042,2.1,20.1,µg-m3,1
FR01016,Atton,NO,1.109,0.938,0.843,0.075,3.15,µg-m3,1
FR01016,Atton,NO2,5.374,5.1,4.572,0.075,14.3,µg-m3,1
FR01016,Atton,NOX as NO2,7.298,6.65,5.518,0.2,17.5,µg-m3,1
FR01018,Scy-Chazelles,NO,4.616,3.125,4.7,0.15,13.95,µg-m3,1
FR01018,Scy-Chazelles,NO2,7.423,5.625,5.819,1.8,21.125,µg-m3,1
FR01018,Scy-Chazelles,NOX as NO2,14.518,10.525,12.173,2.0,36.525,µg-m3,1
FR01019,Thionville-Piscine,NO,7.349,4.188,8.051,0.2,25.575,µg-m3,1
FR01019,Thionville-Piscine,NO2,12.127,16.075,7.886,1.1,23.325,µg-m3,1
FR01019,Thionville-Piscine,NOX as NO2,23.811,27.263,19.777,0.3,56.375,µg-m3,2
FR01019,Thionville-Piscine,PM10,10.139,10.05,2.254,5.0,15.075,µg-m3,1
FR01020,Thionville-Centre,NO,10.928,6.975,8.447,3.025,29.575,µg-m3,1
FR01020,Thionville-Centre,NO2,12.976,13.638,7.614,2.7,23.05,µg-m3,1
FR01020,Thionville-Centre,O3,32.895,38.475,27.769,2.0,68.975,µg-m3,2
FR01020,Thionville-Centre,NOX as NO2,29.736,23.75,19.84,7.375,63.85,µg-m3,2
FR01020,Thionville-Centre,PM10,9.431,9.037,2.665,5.425,16.475,µg-m3,1
FR01021,Thionville-Garche,O3,33.472,30.062,30.312,0.925,74.9,µg-m3,2
FR01059,HAYANGE-MARSPICH,PM10,10.624,9.875,3.363,6.5,16.9,µg-m3,1
FR01064,Metz- Pont Grilles,NO,6.948,6.938,3.972,1.025,18.925,µg-m3,1
FR01064,Metz- Pont Grilles,NO2,12.209,12.462,5.799,1.875,20.0,µg-m3,1
FR01064,Metz- Pont Grilles,NOX as NO2,22.768,22.513,10.775,3.2,48.3,µg-m3,2
FR01064,Metz- Pont Grilles,PM10,9.764,9.4,2.793,6.525,18.8,µg-m3,1
FR01065,Belleville sur Meuse,NO,7.019,5.975,4.332,1.85,16.85,µg-m3,1
FR01065,Belleville sur Meuse,NO2,9.289,10.087,4.288,2.55,19.35,µg-m3,1
FR01065,Belleville sur Meuse,NOX as NO2,20.031,18.413,10.576,5.525,45.175,µg-m3,2
FR01065,Belleville sur Meuse,PM2.5,5.942,6.138,1.816,2.725,9.9,µg-m3,1
FR02001,Berre l'Etang,O3,33.11,30.988,8.126,23.0,49.4,µg-m3,1
FR02001,Berre l'Etang,C6H6,1.908,1.651,1.194,0.665,5.945,µg-m3,0
FR02004,Martigues P. Central,SO2,1.016,0.938,0.48,0.15,2.175,µg-m3,1
FR02004,Martigues P. Central,O3,28.798,26.875,11.865,11.567,48.775,µg-m3,1
FR02006,Martigues Laurons,SO2,2.595,2.338,1.712,0.625,6.1,µg-m3,1
FR02007,Martigues La Gatasse,SO2,1.646,1.5,0.509,0.975,2.65,µg-m3,1
FR02008,Port de Bouc Leque,SO2,3.264,3.362,0.738,1.6,4.65,µg-m3,1
FR02008,Port de Bouc Leque,PM10,18.383,19.638,4.327,9.425,26.925,µg-m3,1
