id,name,pollutant,mean,median,stdev,min,max,unit,note
FR01011,Metz-Centre,NO,2.377,1.925,1.515,0.425,6.15,µg-m3,1
FR01011,Metz-Centre,NO2,13.789,13.75,2.991,9.325,19.45,µg-m3,1
FR01011,Metz-Centre,O3,21.876,20.7,5.455,12.8,32.625,µg-m3,1
FR01011,Metz-Centre,NOX as NO2,17.343,17.875,4.37,11.075,25.525,µg-m3,1
FR01011,Metz-Centre,PM10,20.175,21.325,6.373,10.35,26.95,µg-m3,2
FR01011,Metz-Centre,PM2.5,16.941,17.475,2.58,11.9,20.375,µg-m3,2
FR01012,Metz-Borny,NO,2.73,2.587,1.603,0.8,7.25,µg-m3,1
FR01012,Metz-Borny,NO2,16.895,16.837,7.201,7.05,34.225,µg-m3,1
FR01012,Metz-Borny,NOX as NO2,21.096,19.725,9.222,8.525,45.375,µg-m3,2
FR01012,Metz-Borny,PM10,10.626,10.062,4.499,5.375,20.6,µg-m3,1
FR01014,Pont-à-Mousson,PM10,14.257,14.038,4.731,7.9,27.775,µg-m3,1
FR01015,Blénod-lès-PAM,PM10,15.498,16.75,7.945,3.3,27.825,µg-m3,1
FR01016,Atton,NO,2.355,2.75,1.522,0.05,5.575,µg-m3,1
FR01016,Atton,NO2,10.8,9.475,4.171,5.35,20.975,µg-m3,1
FR01016,Atton,NOX as NO2,14.424,14.212,5.896,5.425,26.8,µg-m3,1
FR01018,Scy-Chazelles,NO,1.7,1.788,0.969,0.2,3.3,µg-m3,1
FR01018,Scy-Chazelles,NO2,8.844,8.925,2.756,4.225,12.65,µg-m3,1
FR01018,Scy-Chazelles,O3,30.476,29.637,5.89,20.525,41.625,µg-m3,1
FR01018,Scy-Chazelles,NOX as NO2,11.468,12.738,4.023,4.95,16.375,µg-m3,1
FR01019,Thionville-Piscine,NO,3.624,3.362,1.366,1.575,6.1,µg-m3,1
FR01019,Thionville-Piscine,NO2,14.014,12.663,5.992,5.35,27.95,µg-m3,1
FR01019,Thionville-Piscine,NOX as NO2,19.569,18.95,6.368,8.6,33.85,µg-m3,1
FR01019,Thionville-Piscine,PM10,15.088,12.55,7.892,5.5,31.7,µg-m3,1
FR01020,Thionville-Centre,NO,8.917,9.662,3.245,4.475,16.475,µg-m3,1
FR01020,Thionville-Centre,NO2,16.398,15.75,6.084,7.4,30.425,µg-m3,1
FR01020,Thionville-Centre,O3,19.342,19.65,3.204,12.4,24.575,µg-m3,1
FR01020,Thionville-Centre,NOX as NO2,30.067,29.875,9.808,14.625,50.825,µg-m3,2
FR01020,Thionville-Centre,PM10,14.012,11.787,6.594,7.55,29.025,µg-m3,1
FR01020,Thionville-Centre,PM2.5,8.065,7.475,3.042,3.7,13.525,µg-m3,1
FR01021,Thionville-Garche,O3,23.753,23.4,5.294,16.15,31.95,µg-m3,1
FR01059,HAYANGE-MARSPICH,PM10,16.835,15.637,9.146,6.5,38.55,µg-m3,1
FR01064,Metz- Pont Grilles,NO,26.384,26.887,21.689,1.025,68.45,µg-m3,1
FR01064,Metz- Pont Grilles,NO2,23.335,23.613,9.959,9.3,42.775,µg-m3,2
FR01064,Metz- Pont Grilles,NOX as NO2,63.693,65.037,42.416,11.075,145.0,µg-m3,4
FR01064,Metz- Pont Grilles,PM10,13.73,12.7,4.51,5.65,21.0,µg-m3,1
FR01065,Belleville sur Meuse,NO,37.895,33.475,32.699,2.7,114.325,µg-m3,1
FR01065,Belleville sur Meuse,NO2,24.016,25.8,12.295,7.775,44.925,µg-m3,2
FR01065,Belleville sur Meuse,PM2.5,14.037,13.088,4.645,7.075,25.775,µg-m3,2
FR02001,Berre l'Etang,O3,45.579,51.587,21.045,5.1,69.933,µg-m3,2
FR02001,Berre l'Etang,C6H6,2.048,0.772,2.101,0.307,7.787,µg-m3,0
FR02004,Martigues P. Central,SO2,0.844,0.875,0.464,0.1,1.625,µg-m3,1
FR02004,Martigues P. Central,O3,58.026,59.663,9.06,39.5,71.2,µg-m3,2
FR02006,Martigues Laurons,SO2,1.413,1.158,0.759,0.6,3.45,µg-m3,1
FR02007,Martigues La Gatasse,SO2,0.92,0.817,0.328,0.525,1.625,µg-m3,1
FR02008,Port de Bouc Leque,SO2,2.132,1.825,1.632,0.875,9.425,µg-m3,1
FR02008,Port de Bouc Leque,PM10,15.618,14.9,3.824,9.175,23.8,µg-m3,1
FR02008,Port de Bouc Leque,PM2.5,11.048,10.637,2.79,6.1,16.6,µg-m3,2
FR02009,Port Saint Louis,PM10,11.93,12.087,3.076,7.2,17.525,µg-m3,1
FR02011,Fos sur Mer,SO2,1.469,1.55,0.561,0.55,2.4,µg-m3,1
FR02012,Istres,O3,46.584,51.175,16.77,1.025,62.125,µg-m3,2
FR02013,Fos Les Carabins,SO2,0.994,1.075,0.519,0.025,1.867,µg-m3,1
FR02013,Fos Les Carabins,PM2.5,8.889,8.85,2.812,5.2,18.975,µg-m3,1
FR02020,Rognac les Brets,PM2.5,15.146,9.962,12.382,2.5,48.1,µg-m3,2
FR02021,Sausset les Pins,SO2,2.654,2.975,1.093,0.967,4.233,µg-m3,1
FR02021,Sausset les Pins,O3,62.391,62.575,7.25,46.225,72.8,µg-m3,2
FR02022,Arles,NO,1.184,1.212,0.95,0.0,2.95,µg-m3,1
FR02022,Arles,NO2,11.416,10.963,4.057,5.525,22.675,µg-m3,1
FR02022,Arles,O3,59.331,58.763,7.371,44.95,69.75,µg-m3,2
FR02022,Arles,NOX as NO2,13.223,11.988,5.145,5.625,26.975,µg-m3,1
FR02022,Arles,PM10,13.526,12.8,3.154,7.85,21.125,µg-m3,1
FR02022,Arles,PM2.5,7.204,7.25,1.875,3.975,11.25,µg-m3,1
FR02028,Martigues Lavera,SO2,2.002,2.046,0.6,0.833,3.15,µg-m3,1
FR02028,Martigues Lavera,C6H6,0.321,0.318,0.115,0.173,0.67,µg-m3,0
FR02029,Chateauneuf La Mede,PM10,19.137,16.875,6.562,11.425,38.6,µg-m3,1
FR02041,SALON,NO,1.141,0.875,0.758,0.325,2.725,µg-m3,1
FR02041,SALON,NO2,9.192,9.288,2.083,5.475,13.725,µg-m3,1
FR02041,SALON,O3,60.697,61.037,7.19,46.6,72.0,µg-m3,2
FR02041,SALON,NOX as NO2,10.945,10.863,2.966,6.075,16.15,µg-m3,1
FR02041,SALON,PM10,12.92,11.125,4.019,9.15,23.725,µg-m3,1
FR02041,SALON,PM2.5,9.037,9.188,1.968,5.575,13.3,µg-m3,1
FR02043,Marignane,NO,18.114,7.737,27.29,0.5,100.4,µg-m3,1
FR02043,Marignane,NO2,34.448,28.875,16.981,8.1,68.1,µg-m3,2
FR02043,Marignane,NOX as NO2,62.217,42.675,56.861,8.875,221.975,µg-m3,4
FR02043,Marignane,PM10,28.576,22.387,13.358,14.875,54.8,µg-m3,2
FR02043,Marignane,PM2.5,20.407,17.35,11.17,7.6,42.175,µg-m3,3
FR03006,MARSEILLE RABATAU,NO,90.028,52.2,87.256,6.6,275.775,µg-m3,3
FR03006,MARSEILLE RABATAU,NO2,69.749,69.838,24.004,25.6,123.75,µg-m3,4
FR03006,MARSEILLE RABATAU,NOX as NO2,206.836,140.825,155.947,34.7,543.6,µg-m3,6
FR03006,MARSEILLE RABATAU,PM10,55.825,42.3,31.185,20.3,120.2,µg-m3,4
FR03006,MARSEILLE RABATAU,PM2.5,25.7,16.7,16.713,9.0,58.0,µg-m3,4
FR03014,MARSEILLE ST LOUIS,NO,10.339,6.388,10.205,0.725,32.9,µg-m3,1
FR03014,MARSEILLE ST LOUIS,NO2,35.602,30.1,19.096,9.467,66.95,µg-m3,2
FR03014,MARSEILLE ST LOUIS,NOX as NO2,51.445,43.587,33.202,10.7,107.0,µg-m3,3
FR03014,MARSEILLE ST LOUIS,PM10,22.98,21.2,8.177,13.025,42.9,µg-m3,2
FR03014,MARSEILLE ST LOUIS,PM2.5,13.458,12.562,3.305,9.8,23.95,µg-m3,2
FR03021,AIX ROY RENE,NO,42.857,33.862,39.718,2.7,155.5,µg-m3,1
FR03021,AIX ROY RENE,NO2,47.856,47.025,15.64,23.825,74.0,µg-m3,2
