id,name,pollutant,mean,median,stdev,min,max,unit,note
FR01011,Metz-Centre,NO,2.507,2.875,1.271,0.7,4.55,µg-m3,1
FR01011,Metz-Centre,NO2,16.65,15.25,4.51,11.425,27.75,µg-m3,1
FR01011,Metz-Centre,O3,18.523,18.4,5.202,11.85,33.25,µg-m3,1
FR01011,Metz-Centre,NOX as NO2,20.379,19.6,5.808,12.425,34.55,µg-m3,1
FR01011,Metz-Centre,PM10,15.347,15.325,4.033,8.9,22.425,µg-m3,1
FR01011,Metz-Centre,PM2.5,17.864,18.012,2.794,12.975,22.675,µg-m3,2
FR01012,Metz-Borny,NO,2.65,2.663,1.275,0.925,4.6,µg-m3,1
FR01012,Metz-Borny,NO2,18.078,16.913,3.926,12.675,25.325,µg-m3,1
FR01012,Metz-Borny,NOX as NO2,22.135,21.675,5.006,14.075,29.55,µg-m3,1
FR01012,Metz-Borny,PM10,12.39,11.188,3.562,7.45,19.6,µg-m3,1
FR01014,Pont-à-Mousson,PM10,14.897,14.825,3.307,10.3,22.725,µg-m3,1
FR01015,Blénod-lès-PAM,PM10,14.572,13.125,3.968,9.3,22.2,µg-m3,1
FR01016,Atton,NO,2.05,1.6,1.717,0.1,5.825,µg-m3,1
FR01016,Atton,NO2,12.572,11.775,2.328,9.875,18.25,µg-m3,1
FR01016,Atton,NOX as NO2,15.726,14.338,4.79,10.975,27.075,µg-m3,1
FR01018,Scy-Chazelles,NO,1.503,1.263,0.76,0.475,2.9,µg-m3,1
FR01018,Scy-Chazelles,NO2,13.755,12.9,3.622,9.175,22.225,µg-m3,1
FR01018,Scy-Chazelles,O3,24.11,22.925,5.081,17.575,38.3,µg-m3,1
FR01018,Scy-Chazelles,NOX as NO2,16.076,15.588,3.924,9.9,24.375,µg-m3,1
FR01019,Thionville-Piscine,NO,4.451,3.975,1.872,2.275,8.1,µg-m3,1
FR01019,Thionville-Piscine,NO2,18.72,18.337,5.167,7.125,27.05,µg-m3,1
FR01019,Thionville-Piscine,NOX as NO2,25.546,26.613,6.354,11.175,35.725,µg-m3,1
FR01019,Thionville-Piscine,PM10,18.114,18.4,3.475,12.1,24.2,µg-m3,1
FR01020,Thionville-Centre,NO,9.63,10.925,4.278,3.825,17.1,µg-m3,1
FR01020,Thionville-Centre,NO2,20.929,20.562,5.315,8.95,29.775,µg-m3,1
FR01020,Thionville-Centre,O3,17.068,15.2,8.767,3.8,36.1,µg-m3,1
FR01020,Thionville-Centre,NOX as NO2,35.701,38.675,10.446,14.85,49.475,µg-m3,2
FR01020,Thionville-Centre,PM10,18.806,18.475,3.989,10.65,25.9,µg-m3,1
FR01020,Thionville-Centre,PM2.5,8.076,7.825,1.764,5.775,12.2,µg-m3,1
FR01021,Thionville-Garche,O3,21.432,22.012,10.784,3.525,40.65,µg-m3,1
FR01064,Metz- Pont Grilles,NO,26.393,29.438,19.793,1.325,61.025,µg-m3,1
FR01064,Metz- Pont Grilles,NO2,25.679,26.387,8.637,12.3,40.975,µg-m3,2
FR01064,Metz- Pont Grilles,NOX as NO2,66.031,71.612,38.483,14.45,134.05,µg-m3,4
FR01064,Metz- Pont Grilles,PM10,15.18,14.7,3.158,10.7,24.1,µg-m3,1
FR01065,Belleville sur Meuse,NO,29.884,30.213,26.196,1.875,78.075,µg-m3,1
FR01065,Belleville sur Meuse,NO2,25.303,24.262,12.547,11.0,48.25,µg-m3,2
FR01065,Belleville sur Meuse,PM2.5,15.831,15.175,3.124,9.8,23.35,µg-m3,2
FR02001,Berre l'Etang,O3,25.516,15.175,24.29,1.4,64.675,µg-m3,2
FR02001,Berre l'Etang,C6H6,4.217,3.724,2.492,1.272,12.432,µg-m3,0
FR02004,Martigues P. Central,SO2,1.705,1.712,0.675,0.375,2.9,µg-m3,1
FR02004,Martigues P. Central,O3,46.431,49.963,18.926,18.825,75.2,µg-m3,2
FR02006,Martigues Laurons,SO2,3.184,1.625,3.492,0.425,16.0,µg-m3,1
FR02007,Martigues La Gatasse,SO2,1.706,1.55,0.919,0.5,3.433,µg-m3,1
FR02008,Port de Bouc Leque,SO2,2.729,2.425,1.071,1.425,5.725,µg-m3,1
FR02008,Port de Bouc Leque,PM10,41.41,40.438,16.974,19.75,78.2,µg-m3,3
FR02008,Port de Bouc Leque,PM2.5,30.212,22.538,15.882,10.15,56.775,µg-m3,4
FR02009,Port Saint Louis,PM10,33.131,29.137,15.114,13.55,60.5,µg-m3,2
FR02011,Fos sur Mer,SO2,4.882,1.637,7.948,0.275,27.625,µg-m3,1
FR02012,Istres,O3,39.456,48.575,26.218,0.3,72.1,µg-m3,2
FR02013,Fos Les Carabins,SO2,0.565,0.575,0.219,0.15,0.975,µg-m3,1
FR02013,Fos Les Carabins,PM2.5,17.305,15.3,8.198,7.25,39.925,µg-m3,2
FR02020,Rognac les Brets,PM2.5,32.758,34.0,9.009,15.8,54.9,µg-m3,4
FR02021,Sausset les Pins,SO2,2.656,2.55,0.733,1.5,4.475,µg-m3,1
FR02021,Sausset les Pins,O3,52.972,55.175,14.046,28.333,73.55,µg-m3,2
