id,name,pollutant,mean,median,stdev,min,max,unit,note
FR01011,Metz-Centre,NO,0.842,0.8,0.588,0.0,1.725,µg-m3,1
FR01011,Metz-Centre,NO2,9.496,8.125,4.473,4.325,19.475,µg-m3,1
FR01011,Metz-Centre,O3,50.456,49.9,5.764,41.95,59.275,µg-m3,2
FR01011,Metz-Centre,NOX as NO2,10.697,8.95,5.218,4.275,21.725,µg-m3,1
FR01011,Metz-Centre,PM2.5,4.86,5.05,1.679,0.575,7.775,µg-m3,1
FR01012,Metz-Borny,NO,0.271,0.25,0.187,0.025,0.5,µg-m3,1
FR01012,Metz-Borny,NO2,10.86,10.062,3.197,5.725,17.175,µg-m3,1
FR01012,Metz-Borny,NOX as NO2,10.281,9.938,3.782,4.2,17.45,µg-m3,1
FR01012,Metz-Borny,PM10,7.945,8.7,3.426,0.5,13.075,µg-m3,1
FR01014,Pont-à-Mousson,PM10,10.436,10.7,5.183,0.35,24.45,µg-m3,1
FR01015,Blénod-lès-PAM,PM10,8.161,5.475,5.196,2.3,18.9,µg-m3,1
FR01016,Atton,NO,1.025,0.675,0.895,0.0,2.825,µg-m3,1
FR01016,Atton,NO2,5.748,4.588,3.379,1.8,13.3,µg-m3,1
FR01016,Atton,NOX as NO2,6.383,4.625,4.753,0.925,17.2,µg-m3,1
FR01018,Scy-Chazelles,NO,0.722,0.667,0.337,0.275,1.5,µg-m3,1
FR01018,Scy-Chazelles,NO2,6.47,6.725,1.87,3.65,10.6,µg-m3,1
FR01018,Scy-Chazelles,O3,55.537,56.05,4.917,46.9,63.15,µg-m3,2
FR01018,Scy-Chazelles,NOX as NO2,7.595,7.65,2.159,4.1,11.95,µg-m3,1
FR01019,Thionville-Piscine,NO,1.441,1.413,0.792,0.15,2.525,µg-m3,1
FR01019,Thionville-Piscine,NO2,7.881,7.037,4.442,1.625,15.7,µg-m3,1
FR01019,Thionville-Piscine,NOX as NO2,10.086,9.438,5.55,2.125,19.2,µg-m3,1
FR01019,Thionville-Piscine,PM10,9.725,9.8,4.651,1.0,18.2,µg-m3,1
FR01020,Thionville-Centre,NO,5.51,5.938,1.808,3.075,8.2,µg-m3,1
FR01020,Thionville-Centre,NO2,10.972,10.912,4.665,4.275,19.45,µg-m3,1
FR01020,Thionville-Centre,O3,48.853,47.475,5.854,40.45,59.9,µg-m3,2
FR01020,Thionville-Centre,NOX as NO2,19.422,20.312,7.222,9.025,31.525,µg-m3,1
FR01020,Thionville-Centre,PM10,8.664,9.45,2.751,1.65,12.225,µg-m3,1
FR01020,Thionville-Centre,PM2.5,3.254,3.237,1.299,0.375,5.425,µg-m3,1
FR01021,Thionville-Garche,O3,58.767,58.162,5.208,49.45,66.75,µg-m3,2
FR01059,HAYANGE-MARSPICH,PM10,13.274,13.425,7.105,2.4,25.1,µg-m3,1
FR01064,Metz- Pont Grilles,NO,17.235,13.938,15.226,0.15,45.675,µg-m3,1
FR01064,Metz- Pont Grilles,NO2,16.863,19.413,9.915,2.675,32.55,µg-m3,1
FR01064,Metz- Pont Grilles,NOX as NO2,43.225,41.325,32.88,3.1,102.55,µg-m3,3
FR01064,Metz- Pont Grilles,PM10,11.665,12.15,4.511,0.775,18.175,µg-m3,1
FR01065,Belleville sur Meuse,NO,27.454,23.15,26.399,1.475,105.35,µg-m3,1
FR01065,Belleville sur Meuse,NO2,22.575,23.475,16.818,2.9,67.15,µg-m3,2
FR01065,Belleville sur Meuse,NOX as NO2,64.63,57.763,57.013,5.175,228.375,µg-m3,4
FR01065,Belleville sur Meuse,PM2.5,7.366,7.738,2.725,0.3,11.375,µg-m3,1
FR02001,Berre l'Etang,O3,61.834,65.425,9.019,38.375,68.95,µg-m3,2
FR02001,Berre l'Etang,C6H6,0.361,0.301,0.255,0.185,1.35,µg-m3,0
FR02004,Martigues P. Central,SO2,1.333,1.3,0.871,0.3,2.975,µg-m3,1
FR02004,Martigues P. Central,O3,62.624,65.513,9.087,38.4,69.95,µg-m3,2
FR02006,Martigues Laurons,SO2,4.11,4.188,1.678,0.775,8.7,µg-m3,1
FR02007,Martigues La Gatasse,SO2,1.438,1.725,0.574,0.267,2.1,µg-m3,1
FR02008,Port de Bouc Leque,SO2,3.401,3.425,0.467,2.5,4.55,µg-m3,1
FR02008,Port de Bouc Leque,PM10,17.234,18.163,8.825,4.325,38.35,µg-m3,1
FR02008,Port de Bouc Leque,PM2.5,6.841,6.812,3.394,1.35,16.65,µg-m3,1
FR02009,Port Saint Louis,SO2,2.468,1.987,0.948,1.125,4.033,µg-m3,1
FR02009,Port Saint Louis,PM10,10.419,9.588,5.237,2.0,20.575,µg-m3,1
FR02012,Istres,O3,57.748,60.5,9.99,27.9,66.5,µg-m3,2
FR02013,Fos Les Carabins,SO2,1.228,1.075,0.617,0.3,2.325,µg-m3,1
FR02013,Fos Les Carabins,PM2.5,5.872,4.812,4.304,0.125,16.8,µg-m3,1
FR02020,Rognac les Brets,PM2.5,4.417,3.775,2.738,0.025,9.5,µg-m3,1
FR02021,Sausset les Pins,SO2,0.69,0.6,0.354,0.0,1.367,µg-m3,1
FR02021,Sausset les Pins,O3,61.788,63.625,7.688,40.425,68.475,µg-m3,2
FR02022,Arles,NO,1.659,1.875,1.221,0.0,3.825,µg-m3,1
FR02022,Arles,NO2,7.099,6.55,4.423,1.475,21.025,µg-m3,1
FR02022,Arles,O3,58.027,61.737,14.055,7.45,69.925,µg-m3,2
FR02022,Arles,NOX as NO2,9.409,8.962,5.828,1.375,23.225,µg-m3,1
FR02022,Arles,PM10,7.056,6.025,6.135,1.2,30.5,µg-m3,1
FR02022,Arles,PM2.5,4.142,2.825,5.675,0.5,26.975,µg-m3,1
FR02028,Martigues Lavera,SO2,2.709,2.612,0.519,1.9,4.15,µg-m3,1
FR02028,Martigues Lavera,C6H6,1.105,1.138,0.767,0.155,3.263,µg-m3,0
FR02029,Chateauneuf La Mede,SO2,1.932,2.112,0.614,0.6,3.0,µg-m3,1
FR02029,Chateauneuf La Mede,PM10,20.16,21.35,8.049,7.225,40.25,µg-m3,2
FR02041,SALON,NO,0.581,0.562,0.294,0.15,1.3,µg-m3,1
FR02041,SALON,NO2,4.452,4.1,1.234,2.7,7.25,µg-m3,1
FR02041,SALON,O3,63.32,65.85,9.543,34.167,71.825,µg-m3,2
FR02041,SALON,NOX as NO2,5.365,5.5,1.417,3.275,7.95,µg-m3,1
FR02041,SALON,PM10,7.566,8.113,4.88,1.225,19.4,µg-m3,1
FR02041,SALON,PM2.5,4.329,3.837,4.412,0.525,16.325,µg-m3,1
FR02043,Marignane,SO2,1.509,1.512,0.379,0.875,2.933,µg-m3,1
FR02043,Marignane,NO,1.632,1.825,1.078,0.033,3.05,µg-m3,1
FR02043,Marignane,NO2,6.286,5.75,1.969,3.7,11.625,µg-m3,1
FR02043,Marignane,CO,0.228,0.228,0.015,0.204,0.27,mg-m3,0
FR02043,Marignane,NOX as NO2,8.789,9.075,2.751,4.233,13.075,µg-m3,1
FR02043,Marignane,PM10,9.711,8.625,5.498,1.25,23.55,µg-m3,1
FR02043,Marignane,PM2.5,4.936,4.0,4.929,0.575,19.375,µg-m3,1
FR03006,MARSEILLE RABATAU,NO,6.934,7.092,2.972,1.675,11.875,µg-m3,1
FR03006,MARSEILLE RABATAU,NO2,18.664,16.587,8.289,8.85,41.9,µg-m3,2
FR03006,MARSEILLE RABATAU,NOX as NO2,28.342,26.85,12.026,10.5,59.125,µg-m3,2
FR03006,MARSEILLE RABATAU,PM10,23.506,24.438,8.424,9.025,38.375,µg-m3,2
FR03006,MARSEILLE RABATAU,PM2.5,5.682,4.625,3.729,1.175,17.625,µg-m3,1
FR03014,MARSEILLE ST LOUIS,NO,1.926,1.962,0.952,0.3,3.45,µg-m3,1
FR03014,MARSEILLE ST LOUIS,NO2,9.725,8.7,3.408,4.275,18.7,µg-m3,1
FR03014,MARSEILLE ST LOUIS,NOX as NO2,12.673,13.012,3.966,4.75,20.625,µg-m3,1
FR03014,MARSEILLE ST LOUIS,PM10,12.235,9.325,7.204,2.925,30.525,µg-m3,1
FR03014,MARSEILLE ST LOUIS,PM2.5,5.634,4.287,5.845,0.9,22.575,µg-m3,1
FR03021,AIX ROY RENE,NO,11.37,10.75,8.549,1.325,34.3,µg-m3,1
FR03021,AIX ROY RENE,NO2,17.125,15.113,9.561,6.2,41.075,µg-m3,2
FR03021,AIX ROY RENE,NOX as NO2,34.556,30.462,22.15,9.0,93.4,µg-m3,3
FR03021,AIX ROY RENE,PM10,12.418,11.475,7.856,3.825,42.275,µg-m3,1
FR03027,PLAN AUPS/STE  BAUME,O3,63.056,63.9,6.378,51.3,71.925,µg-m3,2
FR03029,AIX CENTRE ECOLE ART,NO,1.615,1.575,1.164,0.075,4.825,µg-m3,1
FR03029,AIX CENTRE ECOLE ART,NO2,9.397,8.225,5.201,2.975,24.225,µg-m3,1
FR03029,AIX CENTRE ECOLE ART,NOX as NO2,11.883,11.275,6.638,3.1,31.625,µg-m3,1
FR03029,AIX CENTRE ECOLE ART,PM10,12.11,10.688,5.248,5.2,23.75,µg-m3,1
FR03029,AIX CENTRE ECOLE ART,PM2.5,5.441,4.25,3.8,1.125,14.9,µg-m3,1
FR03030,GARDANNE,PM10,17.832,17.15,8.693,4.4,38.625,µg-m3,1
FR03030,GARDANNE,PM2.5,6.628,6.0,3.053,3.125,14.7,µg-m3,1
FR03032,AUBAGNE LES PASSONS,NO,0.967,0.488,1.066,0.025,4.35,µg-m3,1
FR03032,AUBAGNE LES PASSONS,NO2,5.622,5.425,2.043,2.55,11.775,µg-m3,1
FR03032,AUBAGNE LES PASSONS,O3,62.482,64.588,7.613,42.15,74.025,µg-m3,2
FR03032,AUBAGNE LES PASSONS,NOX as NO2,7.124,7.15,3.316,2.65,18.5,µg-m3,1
FR03037,VALLEE HUVEAUNE,O3,56.379,58.788,6.891,37.9,64.1,µg-m3,2
FR03037,VALLEE HUVEAUNE,C6H6,1.367,1.311,0.64,0.487,3.087,µg-m3,0
FR03043,MARSEILLE 5 AVENUES,SO2,0.904,0.812,0.521,0.175,2.0,µg-m3,1
FR03043,MARSEILLE 5 AVENUES,NO,1.362,1.05,1.034,0.0,3.25,µg-m3,1
FR03043,MARSEILLE 5 AVENUES,NO2,10.798,10.762,4.132,4.55,23.55,µg-m3,1
FR03043,MARSEILLE 5 AVENUES,O3,58.974,61.475,8.002,35.275,66.2,µg-m3,2
FR03043,MARSEILLE 5 AVENUES,NOX as NO2,12.541,12.225,4.707,3.15,25.075,µg-m3,1
FR03043,MARSEILLE 5 AVENUES,PM10,11.227,8.613,6.53,3.4,27.85,µg-m3,1
FR03043,MARSEILLE 5 AVENUES,PM2.5,5.213,3.788,5.481,0.8,20.55,µg-m3,1
FR03048,AIX PLATANES,O3,55.593,57.15,13.526,17.167,68.125,µg-m3,2
FR03060,LA SEYNE GENOUD,NO,2.401,2.337,1.14,0.875,5.025,µg-m3,1
FR03060,LA SEYNE GENOUD,NO2,8.851,8.3,2.671,4.025,15.925,µg-m3,1
FR03060,LA SEYNE GENOUD,NOX as NO2,12.548,12.288,4.237,5.6,23.65,µg-m3,1
FR03067,BRIGNOLES,O3,53.232,56.337,13.315,25.625,67.7,µg-m3,2
FR03067,BRIGNOLES,PM10,14.093,12.15,6.205,7.575,27.65,µg-m3,1
FR03068,TOULON FOCH,NO,12.078,12.188,8.743,2.175,29.575,µg-m3,1
FR03068,TOULON FOCH,NO2,23.136,19.9,12.26,10.025,50.825,µg-m3,2
FR03068,TOULON FOCH,NOX as NO2,41.659,39.075,25.404,13.35,96.3,µg-m3,3
FR03068,TOULON FOCH,PM10,16.129,12.613,8.613,6.1,40.7,µg-m3,1
FR03069,HYERES,O3,61.753,64.55,10.869,36.85,72.975,µg-m3,2
FR03069,HYERES,PM10,9.67,4.338,11.869,0.3,35.4,µg-m3,1
FR03070,ESTEREL,NO,1.1,0.838,0.779,0.275,3.275,µg-m3,1
