id,name,pollutant,mean,median,stdev,min,max,unit,note
FR01011,Metz-Centre,NO,1.674,1.525,0.96,0.45,3.4,µg-m3,1
FR01011,Metz-Centre,NO2,13.141,14.525,3.394,8.125,18.325,µg-m3,1
FR01011,Metz-Centre,O3,35.279,34.075,3.971,30.575,43.1,µg-m3,1
FR01011,Metz-Centre,NOX as NO2,15.603,16.95,4.694,8.625,22.15,µg-m3,1
FR01011,Metz-Centre,PM10,6.526,4.6,5.947,0.025,16.55,µg-m3,1
FR01011,Metz-Centre,PM2.5,7.059,4.625,5.515,0.925,16.95,µg-m3,1
FR01012,Metz-Borny,NO,0.944,0.938,0.277,0.525,1.45,µg-m3,1
FR01012,Metz-Borny,NO2,7.308,7.2,1.253,5.35,9.825,µg-m3,1
FR01012,Metz-Borny,NOX as NO2,8.751,8.8,1.608,6.3,11.825,µg-m3,1
FR01012,Metz-Borny,PM10,5.723,5.812,4.07,0.15,12.7,µg-m3,1
FR01014,Pont-à-Mousson,PM10,6.83,5.525,3.698,2.1,13.975,µg-m3,1
FR01015,Blénod-lès-PAM,PM10,9.152,8.325,5.895,2.1,23.4,µg-m3,1
FR01016,Atton,NO,0.678,0.725,0.34,0.025,1.25,µg-m3,1
FR01016,Atton,NO2,4.905,4.825,0.978,3.5,7.65,µg-m3,1
FR01016,Atton,NOX as NO2,5.64,5.963,1.468,3.325,8.275,µg-m3,1
FR01018,Scy-Chazelles,NO,0.496,0.487,0.182,0.225,0.825,µg-m3,1
FR01018,Scy-Chazelles,NO2,5.569,5.537,0.712,4.5,6.925,µg-m3,1
FR01018,Scy-Chazelles,O3,48.276,48.05,4.049,41.8,57.275,µg-m3,2
FR01018,Scy-Chazelles,NOX as NO2,6.336,6.45,0.887,5.0,7.725,µg-m3,1
FR01019,Thionville-Piscine,NO,3.374,3.288,0.517,2.65,4.675,µg-m3,1
FR01019,Thionville-Piscine,NO2,7.802,8.45,2.659,3.25,10.9,µg-m3,1
FR01019,Thionville-Piscine,NOX as NO2,12.979,14.025,3.305,7.75,17.45,µg-m3,1
FR01019,Thionville-Piscine,PM10,7.227,5.3,5.357,0.4,18.9,µg-m3,1
FR01020,Thionville-Centre,NO,5.617,5.525,1.412,3.575,8.15,µg-m3,1
FR01020,Thionville-Centre,NO2,12.055,12.425,2.98,5.95,17.1,µg-m3,1
FR01020,Thionville-Centre,O3,37.217,33.775,8.296,28.4,56.7,µg-m3,2
FR01020,Thionville-Centre,NOX as NO2,20.678,21.337,4.966,12.05,28.75,µg-m3,1
FR01020,Thionville-Centre,PM10,6.293,3.737,5.004,1.425,16.25,µg-m3,1
FR01020,Thionville-Centre,PM2.5,3.8,3.475,2.132,0.8,9.125,µg-m3,1
FR01021,Thionville-Garche,O3,42.931,39.9,8.197,34.575,60.65,µg-m3,2
FR01059,HAYANGE-MARSPICH,PM10,5.127,4.0,4.3,0.4,12.95,µg-m3,1
FR01064,Metz- Pont Grilles,NO,8.048,7.938,5.265,1.125,16.7,µg-m3,1
FR01064,Metz- Pont Grilles,NO2,13.761,13.875,4.673,7.15,21.5,µg-m3,1
FR01064,Metz- Pont Grilles,NOX as NO2,26.018,27.25,12.575,8.65,45.8,µg-m3,2
FR01064,Metz- Pont Grilles,PM10,5.688,3.8,4.25,0.425,15.4,µg-m3,1
FR01065,Belleville sur Meuse,NO,12.926,10.425,10.821,1.3,34.6,µg-m3,1
FR01065,Belleville sur Meuse,NO2,14.049,13.912,6.292,6.5,26.425,µg-m3,1
FR01065,Belleville sur Meuse,NOX as NO2,33.827,29.6,22.692,9.1,79.325,µg-m3,2
FR01065,Belleville sur Meuse,PM2.5,4.918,4.275,2.883,0.125,11.175,µg-m3,1
FR02001,Berre l'Etang,O3,44.853,47.362,21.554,2.0,71.025,µg-m3,2
FR02001,Berre l'Etang,C6H6,1.738,1.379,1.229,0.245,3.735,µg-m3,0
FR02004,Martigues P. Central,SO2,1.956,2.025,0.63,0.85,3.0,µg-m3,1
FR02004,Martigues P. Central,O3,53.508,58.088,14.935,28.375,75.5,µg-m3,2
FR02006,Martigues Laurons,SO2,1.762,1.062,1.458,0.275,4.45,µg-m3,1
FR02007,Martigues La Gatasse,SO2,0.927,1.0,0.377,0.05,1.4,µg-m3,1
FR02008,Port de Bouc Leque,SO2,1.798,1.65,0.884,0.225,3.925,µg-m3,1
FR02008,Port de Bouc Leque,PM10,22.872,15.4,32.016,9.325,171.975,µg-m3,2
FR02008,Port de Bouc Leque,PM2.5,16.949,11.625,25.217,6.225,134.55,µg-m3,2
FR02009,Port Saint Louis,PM10,11.571,10.75,3.051,6.775,19.05,µg-m3,1
FR02011,Fos sur Mer,SO2,1.872,2.088,0.605,0.467,2.45,µg-m3,1
FR02012,Istres,O3,50.6,49.312,9.131,37.725,65.625,µg-m3,2
FR02013,Fos Les Carabins,SO2,1.226,1.15,0.49,0.55,1.925,µg-m3,1
FR02013,Fos Les Carabins,PM2.5,9.958,9.537,2.676,5.65,16.35,µg-m3,1
FR02020,Rognac les Brets,PM2.5,10.319,8.95,4.582,2.35,20.0,µg-m3,2
FR02021,Sausset les Pins,SO2,2.192,2.204,1.156,0.6,4.9,µg-m3,1
FR02021,Sausset les Pins,O3,55.522,53.55,11.209,37.575,74.5,µg-m3,2
FR02022,Arles,NO,1.613,1.312,1.308,0.15,5.65,µg-m3,1
FR02022,Arles,NO2,11.225,9.425,4.304,4.975,20.575,µg-m3,1
FR02022,Arles,O3,54.459,51.725,9.818,42.65,71.625,µg-m3,2
FR02022,Arles,NOX as NO2,13.7,11.625,5.835,6.25,29.175,µg-m3,1
FR02022,Arles,PM10,12.197,11.488,3.242,7.45,19.3,µg-m3,1
FR02022,Arles,PM2.5,9.086,9.438,2.932,3.625,14.7,µg-m3,1
FR02028,Martigues Lavera,SO2,2.814,3.025,0.63,1.35,3.475,µg-m3,1
FR02028,Martigues Lavera,C6H6,0.401,0.286,0.352,0.142,1.857,µg-m3,0
FR02029,Chateauneuf La Mede,PM10,15.733,15.463,4.091,7.35,23.875,µg-m3,1
FR02041,SALON,NO,1.695,1.163,1.251,0.5,4.475,µg-m3,1
FR02041,SALON,NO2,9.649,9.8,2.903,4.775,14.5,µg-m3,1
